enrollment_id,student_id,course_id,enroll_date
2263,603,53,2020-01-06
2264,1412,158,2019-09-01
2265,1086,27,2021-12-23
2266,786,63,2023-07-03
2267,381,185,2023-12-03
2268,1133,99,2019-09-22
2269,1720,114,2025-10-17
2270,9,284,2023-11-12
2271,163,23,2024-04-29
2272,1929,335,2025-05-05
2273,1743,83,2022-09-28
2274,1471,158,2020-04-05
2275,1928,281,2023-02-19
2276,1323,91,2025-08-11
2277,177,305,2024-12-18
2278,1910,98,2020-08-12
2279,41,96,2025-08-27
2280,1743,159,2021-09-14
2281,1506,18,2022-06-27
2282,143,77,2021-08-19
2283,753,253,2021-06-20
2284,274,357,2019-03-13
2285,1503,17,2020-10-07
2286,1347,277,2022-08-14
2287,525,348,2022-07-01
2288,1657,258,2024-04-10
2289,1269,214,2019-07-20
2290,445,143,2019-06-27
2291,1718,149,2020-04-11
2292,1011,81,2025-05-25
2293,174,188,2022-05-10
2294,1984,94,2024-11-13
2295,1184,194,2019-10-21
2296,611,260,2019-09-21
2297,482,35,2023-03-24
2298,1520,230,2025-08-13
2299,1746,212,2024-12-26
2300,1872,169,2020-07-25
2301,225,385,2020-06-24
2302,699,20,2020-05-11
2303,1190,205,2019-09-09
2304,1442,259,2021-01-03
2305,1618,362,2023-03-25
2306,1344,107,2020-04-30
2307,758,11,2023-12-05
2308,277,150,2023-09-04
2309,1660,399,2021-03-09
2310,671,255,2021-01-27
2311,1315,6,2020-01-12
2312,297,371,2025-06-18
2313,1863,141,2023-09-27
2314,795,41,2023-10-12
2315,964,31,2024-10-09
2316,94,132,2022-07-01
2317,1507,316,2025-10-22
2318,1304,372,2025-11-06
2319,1304,363,2025-04-05
2320,1994,284,2022-07-25
2321,723,281,2025-08-06
2322,865,11,2022-01-06
2323,1232,280,2020-03-14
2324,1214,246,2024-05-16
2325,1634,79,2025-07-29
2326,1288,254,2023-04-24
2327,509,5,2024-03-05
2328,108,220,2019-07-01
2329,965,387,2025-06-14
2330,633,380,2022-04-12
2331,1633,236,2025-11-25
2332,1759,25,2025-01-31
2333,1271,150,2020-12-29
2334,237,304,2022-01-27
2335,1912,186,2023-06-21
2336,1931,180,2025-10-04
2337,988,310,2023-10-20
2338,1401,11,2021-01-05
2339,269,185,2022-12-21
2340,1758,156,2020-12-16
2341,948,387,2025-07-03
2342,759,147,2022-06-08
2343,1675,272,2019-05-11
2344,1568,101,2025-05-28
2345,907,358,2019-06-09
2346,1531,61,2023-06-27
2347,971,370,2021-01-13
2348,104,38,2020-04-20
2349,1963,257,2025-05-08
2350,1746,93,2020-10-01
2351,364,277,2020-11-03
2352,53,82,2019-11-28
2353,23,187,2020-03-03
2354,82,383,2021-08-18
2355,1867,316,2023-05-04
2356,1294,391,2023-01-05
2357,505,96,2023-06-22
2358,1883,28,2023-04-18
2359,1435,170,2022-11-18
2360,1127,215,2020-06-25
2361,966,98,2020-06-28
2362,1237,350,2019-11-11
2363,1275,254,2023-02-19
2364,627,221,2022-11-25
2365,1175,385,2021-07-31
2366,1772,357,2020-10-01
2367,1781,240,2025-06-18
2368,871,26,2023-04-12
2369,928,154,2019-11-12
2370,352,157,2021-11-05
2371,80,67,2024-07-19
2372,696,285,2021-05-14
2373,223,373,2019-03-11
2374,266,277,2019-10-09
2375,56,275,2020-01-16
2376,670,7,2022-09-25
2377,1161,73,2021-04-23
2378,1365,339,2020-07-22
2379,892,375,2023-02-24
2380,790,46,2025-08-23
2381,770,372,2023-12-19
2382,1905,261,2023-08-18
2383,442,107,2022-02-09
2384,35,322,2024-02-18
2385,1207,40,2019-06-22
2386,1246,336,2025-03-09
2387,830,366,2019-06-23
2388,647,251,2024-03-30
2389,337,274,2023-10-18
2390,68,4,2022-06-03
2391,1898,105,2023-07-22
2392,1733,266,2023-09-30
2393,1260,313,2021-08-04
2394,109,111,2022-03-23
2395,1122,116,2023-04-12
2396,304,164,2025-03-29
2397,794,390,2022-07-11
2398,1904,149,2024-12-26
2399,1189,23,2025-07-01
2400,1353,337,2019-08-31
2401,1007,181,2021-03-05
2402,1886,147,2021-01-27
2403,1915,146,2021-05-26
2404,66,298,2025-09-09
2405,1881,94,2019-11-07
2406,973,334,2021-06-19
2407,835,349,2019-02-05
2408,181,271,2023-04-18
2409,1483,216,2022-01-13
2410,301,23,2020-03-15
2411,551,154,2025-10-17
2412,1774,259,2022-04-29
2413,261,3,2022-11-11
2414,787,361,2024-09-27
2415,705,220,2021-04-21
2416,743,103,2024-05-07
2417,169,308,2023-05-14
2418,296,199,2020-10-30
2419,439,209,2023-04-30
2420,1319,92,2024-10-02
2421,273,13,2020-12-28
2422,568,3,2019-06-28
2423,396,370,2024-07-20
2424,1300,350,2023-03-25
2425,417,315,2022-01-27
2426,851,354,2023-04-14
2427,272,113,2024-07-20
2428,1950,135,2025-11-15
2429,616,195,2020-05-15
2430,630,98,2019-02-05
2431,1848,33,2024-03-23
2432,1651,289,2019-03-28
2433,460,94,2024-04-04
2434,1845,155,2022-12-12
2435,1281,315,2020-11-17
2436,1703,254,2021-06-16
2437,1691,298,2025-03-03
2438,939,7,2025-01-16
2439,1969,46,2019-01-22
2440,290,185,2022-03-10
2441,1538,114,2021-12-25
2442,1651,27,2019-05-22
2443,1875,333,2020-07-14
2444,1654,118,2021-07-17
2445,1350,258,2024-11-01
2446,698,171,2019-03-28
2447,263,374,2025-03-24
2448,68,103,2019-10-01
2449,614,160,2019-02-27
2450,14,131,2020-08-18
2451,1609,253,2022-08-12
2452,1068,120,2020-12-09
2453,87,64,2025-09-26
2454,425,192,2019-10-24
2455,1330,261,2022-01-12
2456,1416,209,2021-08-27
2457,653,193,2020-12-28
2458,1828,392,2022-07-23
2459,813,100,2021-02-15
2460,1741,127,2019-05-24
2461,946,365,2020-03-29
2462,725,257,2021-02-24
2463,398,42,2025-06-15
2464,1150,100,2021-05-18
2465,177,256,2020-10-16
2466,1845,84,2021-02-18
2467,470,288,2025-09-28
2468,1626,315,2024-05-30
2469,1679,373,2020-11-18
2470,1248,216,2025-01-22
2471,1443,86,2024-02-17
2472,657,52,2023-11-02
2473,142,150,2020-11-28
2474,692,356,2023-10-26
2475,1011,39,2025-08-17
2476,924,42,2024-01-17
2477,752,77,2021-10-21
2478,1614,140,2024-09-24
2479,1934,272,2022-01-19
2480,1339,268,2025-04-13
2481,1699,92,2019-03-04
2482,615,98,2023-05-11
2483,18,258,2022-04-10
2484,1402,5,2020-08-22
2485,1748,297,2024-06-05
2486,122,223,2022-04-18
2487,271,67,2025-06-29
2488,136,304,2022-04-23
2489,1116,80,2025-12-08
2490,234,211,2020-06-10
2491,861,77,2021-08-22
2492,1741,139,2024-12-01
2493,145,99,2024-02-03
2494,1602,81,2025-07-09
2495,1633,33,2020-08-03
2496,928,193,2019-04-17
2497,1447,191,2023-02-01
2498,1887,353,2024-12-29
2499,1984,334,2021-04-25
2500,1565,256,2025-07-20
2501,1442,18,2020-10-08
2502,781,150,2022-03-26
2503,1486,251,2019-02-24
2504,369,182,2019-07-10
2505,1051,276,2023-03-17
2506,1678,324,2025-07-02
2507,1535,349,2020-08-22
2508,1521,215,2019-01-01
2509,1835,65,2022-06-17
2510,1768,318,2024-08-19
2511,1647,264,2023-07-25
2512,1292,329,2020-09-25
2513,1097,299,2022-05-12
2514,1462,69,2025-06-27
2515,246,169,2021-08-21
2516,129,130,2021-05-17
2517,24,92,2023-07-31
2518,1561,233,2023-10-20
2519,649,332,2022-02-27
2520,136,1,2023-01-05
2521,1274,15,2021-12-22
2522,1041,211,2022-06-13
2523,731,114,2020-03-29
2524,261,331,2021-04-29
2525,1135,203,2023-04-11
2526,1493,385,2025-08-29
2527,1657,329,2024-08-03
2528,1479,111,2023-05-22
2529,1395,204,2020-01-23
2530,1342,390,2025-02-16
2531,944,254,2025-10-05
2532,1177,397,2023-02-01
2533,1755,322,2020-06-30
2534,791,3,2020-09-12
2535,1779,185,2019-01-10
2536,1670,336,2020-08-01
2537,1502,99,2022-07-30
2538,416,91,2022-05-03
2539,1393,130,2019-07-10
2540,899,221,2019-06-25
2541,574,242,2021-08-04
2542,179,85,2021-01-05
2543,1262,36,2021-10-07
2544,1382,94,2019-02-17
2545,1415,210,2020-01-02
2546,1302,72,2025-11-23
2547,1363,126,2024-08-02
2548,871,114,2025-07-18
2549,351,13,2023-02-10
2550,392,93,2021-11-24
2551,1724,372,2023-05-15
2552,1866,166,2024-06-25
2553,980,201,2019-07-22
2554,455,59,2020-09-10
2555,774,400,2022-07-26
2556,1222,277,2019-02-21
2557,80,154,2024-05-09
2558,945,128,2025-03-08
2559,418,375,2019-12-09
2560,202,182,2021-03-19
2561,33,320,2024-02-01
2562,1110,40,2021-11-08
2563,586,169,2019-08-24
2564,1976,362,2021-03-27
2565,1404,204,2021-04-23
2566,361,195,2025-10-04
2567,1807,289,2022-07-16
2568,979,211,2025-06-30
2569,5,187,2022-06-29
2570,1822,256,2022-08-22
2571,703,395,2023-08-31
2572,877,183,2019-04-22
2573,594,313,2023-04-13
2574,1523,176,2020-05-18
2575,921,271,2025-02-21
2576,1403,188,2022-01-12
2577,218,240,2024-09-17
2578,803,286,2021-10-30
2579,786,224,2019-02-08
2580,1330,281,2021-05-31
2581,345,268,2019-03-07
2582,924,4,2025-12-27
2583,988,18,2019-01-24
2584,821,36,2020-03-11
2585,510,242,2021-10-13
2586,1673,354,2019-02-04
2587,1235,115,2021-08-25
2588,688,113,2023-06-08
2589,1417,398,2023-02-16
2590,1449,198,2021-01-08
2591,91,205,2022-11-25
2592,1988,95,2025-05-03
2593,223,238,2020-11-20
2594,1522,191,2022-06-20
2595,301,214,2023-09-08
2596,651,8,2025-03-23
2597,129,384,2020-11-05
2598,70,302,2023-10-08
2599,236,394,2024-02-22
2600,1110,305,2022-06-30
2601,1371,273,2023-08-13
2602,844,20,2022-01-04
2603,1824,269,2022-04-19
2604,1531,185,2024-01-11
2605,37,299,2021-02-03
2606,128,131,2019-12-14
2607,1242,376,2021-01-18
2608,1113,241,2022-05-14
2609,1444,13,2019-08-29
2610,292,318,2022-05-14
2611,178,24,2021-01-01
2612,1989,242,2021-02-19
2613,892,275,2025-08-20
2614,185,112,2020-05-15
2615,917,308,2024-03-22
2616,1029,152,2025-12-17
2617,1117,10,2023-09-06
2618,826,377,2021-03-25
2619,646,285,2019-06-03
2620,1102,114,2019-05-05
2621,771,226,2021-11-12
2622,1442,71,2022-08-02
2623,1118,94,2020-02-05
2624,1182,373,2022-02-08
2625,1170,3,2025-08-27
2626,1630,200,2019-12-22
2627,1699,230,2019-02-16
2628,1052,137,2024-06-02
2629,679,208,2025-01-25
2630,441,54,2019-06-12
2631,1796,43,2020-07-18
2632,139,262,2021-02-19
2633,801,29,2019-07-07
2634,821,301,2019-11-26
2635,667,232,2024-01-10
2636,73,84,2024-05-07
2637,99,267,2022-04-04
2638,338,249,2024-02-15
2639,934,82,2025-07-24
2640,1480,376,2023-10-28
2641,1528,15,2021-12-13
2642,1828,177,2022-10-07
2643,1061,274,2019-02-27
2644,769,341,2025-11-13
2645,408,223,2019-01-01
2646,1622,218,2021-12-03
2647,1434,285,2023-03-14
2648,118,160,2025-02-04
2649,923,220,2019-03-04
2650,940,312,2021-09-21
2651,1735,164,2022-06-28
2652,1462,389,2019-08-24
2653,469,315,2021-02-09
2654,1380,370,2025-02-12
2655,525,210,2024-03-20
2656,174,73,2023-01-04
2657,1968,303,2024-07-21
2658,135,368,2021-03-05
2659,1268,185,2023-12-08
2660,1720,168,2024-04-18
2661,485,207,2023-10-02
2662,1172,134,2020-05-17
2663,119,140,2024-05-16
2664,1400,338,2019-12-31
2665,177,223,2020-05-27
2666,1972,394,2022-08-21
2667,135,143,2025-04-02
2668,1056,241,2020-04-08
2669,832,221,2023-10-08
2670,148,184,2022-10-29
2671,315,245,2025-09-07
2672,1802,180,2020-12-19
2673,1482,145,2022-01-26
2674,1560,8,2022-02-15
2675,627,303,2022-07-03
2676,1459,110,2024-06-13
2677,1250,98,2023-10-25
2678,994,211,2020-09-01
2679,1656,146,2021-12-29
2680,1593,164,2022-04-07
2681,1948,27,2019-03-11
2682,726,217,2023-01-30
2683,945,71,2020-04-15
2684,1342,333,2022-07-17
2685,1817,68,2025-02-16
2686,1045,261,2025-06-21
2687,294,351,2021-06-12
2688,694,388,2025-05-04
2689,511,107,2019-03-06
2690,1429,240,2020-03-13
2691,640,60,2019-06-21
2692,1381,234,2024-04-13
2693,1067,102,2023-11-24
2694,1915,134,2024-07-15
2695,767,11,2024-09-12
2696,180,172,2019-04-24
2697,1424,360,2024-09-27
2698,563,354,2024-05-04
2699,1212,50,2023-08-20
2700,271,122,2024-02-14
2701,31,386,2019-09-21
2702,1737,173,2021-10-12
2703,1779,111,2022-03-23
2704,1415,42,2024-10-19
2705,921,53,2019-04-11
2706,1311,253,2019-02-22
2707,498,251,2023-03-08
2708,1215,289,2024-06-26
2709,1653,50,2025-10-04
2710,1688,341,2024-03-26
2711,294,77,2024-12-02
2712,836,245,2022-12-04
2713,1804,306,2021-09-26
2714,47,193,2020-03-27
2715,644,211,2022-10-25
2716,1867,34,2020-03-24
2717,1339,203,2019-08-27
2718,1114,26,2020-07-04
2719,1859,303,2025-11-08
2720,1623,236,2020-08-15
2721,584,56,2025-10-21
2722,1076,175,2020-02-08
2723,330,373,2022-04-10
2724,857,93,2020-11-29
2725,473,50,2025-01-24
2726,1903,383,2022-04-14
2727,1046,301,2019-06-19
2728,293,170,2025-09-06
2729,87,193,2021-10-04
2730,1236,175,2019-10-19
2731,809,7,2021-05-26
2732,27,151,2022-07-09
2733,1305,69,2021-03-31
2734,1226,45,2023-12-06
2735,878,122,2021-07-18
2736,1941,248,2019-05-04
2737,345,52,2024-06-07
2738,1742,126,2019-11-29
2739,391,136,2021-12-01
2740,1508,173,2019-04-11
2741,613,264,2023-12-09
2742,1117,186,2025-05-27
2743,1136,193,2019-07-26
2744,464,192,2024-09-18
2745,494,137,2025-01-22
2746,1950,227,2021-09-29
2747,587,287,2024-03-10
2748,1502,396,2021-06-26
2749,809,168,2022-08-15
2750,1961,225,2023-03-15
2751,1527,333,2020-01-22
2752,1524,261,2020-11-17
2753,1918,51,2024-05-01
2754,1271,384,2023-11-22
2755,698,127,2019-12-23
2756,1977,55,2025-05-05
2757,602,93,2020-03-27
2758,12,352,2025-01-11
2759,1446,132,2024-08-20
2760,833,241,2021-03-16
2761,2000,368,2025-06-07
2762,1378,106,2023-08-16
2763,197,268,2025-03-31
2764,97,263,2024-10-31
2765,1082,328,2021-10-28
2766,513,172,2020-07-24
2767,1956,376,2025-07-22
2768,1876,298,2024-11-02
2769,662,146,2020-08-29
2770,521,241,2025-05-25
2771,1565,68,2019-04-02
2772,1466,35,2024-02-08
2773,1109,293,2019-07-29
2774,1405,132,2021-06-20
2775,1691,284,2019-02-12
2776,720,48,2022-02-28
2777,127,332,2023-08-12
2778,520,294,2022-10-31
2779,1551,105,2021-08-12
2780,1827,381,2019-12-27
2781,1918,391,2019-12-24
2782,1251,159,2024-02-27
2783,758,55,2022-06-02
2784,1642,379,2023-02-23
2785,1485,315,2022-05-08
2786,1587,372,2019-03-25
2787,1552,67,2022-07-08
2788,1598,363,2024-08-21
2789,401,352,2023-08-06
2790,52,208,2024-06-15
2791,1535,144,2025-08-18
2792,1096,236,2020-07-22
2793,777,313,2024-01-25
2794,1781,324,2021-04-26
2795,212,216,2019-11-07
2796,816,384,2020-01-20
2797,1880,295,2023-09-26
2798,21,340,2021-05-27
2799,1965,310,2022-03-27
2800,1465,94,2024-01-15
2801,510,396,2023-09-15
2802,1304,362,2023-10-04
2803,314,169,2022-03-17
2804,1146,115,2023-06-11
2805,1973,57,2019-01-12
2806,506,165,2022-03-19
2807,1686,149,2025-03-07
2808,1542,395,2024-07-07
2809,1093,334,2023-11-28
2810,964,129,2019-04-26
2811,955,239,2024-11-12
2812,1570,39,2020-07-29
2813,600,133,2021-04-29
2814,919,192,2021-08-27
2815,1025,92,2022-09-13
2816,742,2,2020-07-19
2817,658,225,2024-04-19
2818,1880,365,2021-04-23
2819,1048,310,2020-10-18
2820,1232,250,2022-04-25
2821,697,178,2019-03-05
2822,482,379,2025-02-28
2823,1630,388,2024-03-11
2824,1726,119,2025-11-30
2825,254,121,2019-07-11
2826,1813,26,2021-06-26
2827,1389,159,2020-02-15
2828,974,344,2020-04-23
2829,491,37,2023-05-20
2830,554,345,2025-09-01
2831,48,72,2025-02-21
2832,728,314,2021-10-14
2833,480,274,2025-08-15
2834,427,260,2019-06-16
2835,1995,12,2021-09-09
2836,939,266,2024-02-15
2837,1460,37,2025-01-15
2838,797,390,2020-03-10
2839,1571,264,2025-11-05
2840,387,123,2022-08-17
2841,392,237,2023-01-02
2842,1940,95,2024-05-21
2843,33,328,2022-04-10
2844,1549,287,2019-12-03
2845,1444,345,2019-08-07
2846,1518,106,2020-06-20
2847,318,250,2023-09-23
2848,53,42,2025-10-30
2849,1398,232,2021-02-26
2850,1784,353,2024-09-16
2851,1301,381,2022-04-05
2852,1386,327,2023-06-30
2853,725,385,2024-09-29
2854,638,229,2020-09-13
2855,284,30,2025-05-29
2856,1053,143,2020-11-02
2857,24,73,2020-06-29
2858,179,349,2019-08-26
2859,962,333,2024-12-08
2860,260,318,2022-02-03
2861,366,225,2019-03-16
2862,1271,241,2022-03-03
2863,672,95,2022-01-30
2864,893,64,2019-02-21
2865,887,327,2022-09-23
2866,1916,7,2020-03-16
2867,1259,27,2023-03-05
2868,1383,295,2019-05-07
2869,1945,210,2025-06-01
2870,674,251,2020-10-01
2871,1129,44,2022-05-08
2872,1481,143,2022-03-16
2873,267,65,2020-10-22
2874,449,183,2020-07-27
2875,285,235,2025-09-26
2876,465,104,2021-07-24
2877,607,318,2021-10-24
2878,1902,331,2022-02-01
2879,75,139,2021-06-17
2880,1214,28,2021-03-18
2881,447,109,2025-08-28
2882,705,136,2022-03-03
2883,1145,397,2023-05-03
2884,1467,156,2024-05-13
2885,491,283,2019-11-06
2886,99,52,2020-07-31
2887,202,395,2023-09-11
2888,824,357,2022-08-22
2889,1868,34,2025-05-28
2890,1388,6,2021-06-30
2891,50,63,2024-12-22
2892,1946,346,2023-05-15
2893,940,304,2023-06-30
2894,244,273,2023-05-18
2895,1901,183,2019-11-02
2896,1905,80,2025-03-19
2897,1141,378,2025-02-13
2898,1477,385,2020-11-23
2899,841,159,2023-01-10
2900,1122,76,2020-05-31
2901,1427,305,2022-07-05
2902,1239,233,2019-10-20
2903,1096,180,2019-04-05
2904,1169,108,2019-03-07
2905,663,357,2024-06-23
2906,1166,88,2025-11-12
2907,1115,150,2024-09-20
2908,1403,100,2024-02-06
2909,777,37,2022-09-04
2910,668,331,2020-12-07
2911,536,309,2024-10-28
2912,449,7,2019-12-23
2913,1521,159,2023-11-06
2914,1424,149,2023-08-17
2915,1173,18,2022-12-15
2916,36,202,2025-09-14
2917,1179,260,2023-05-19
2918,1610,81,2024-03-28
2919,1208,361,2021-03-04
2920,1190,47,2019-01-07
2921,37,330,2023-01-14
2922,955,63,2020-09-07
2923,54,251,2021-12-04
2924,1064,241,2024-08-21
2925,842,317,2021-10-02
2926,1271,386,2023-09-28
2927,1914,264,2020-05-15
2928,846,347,2021-02-21
2929,1226,196,2025-09-15
2930,1921,340,2023-04-23
2931,462,315,2019-05-02
2932,1310,116,2023-11-03
2933,191,151,2020-04-11
2934,834,366,2024-05-06
2935,560,115,2025-08-14
2936,1219,131,2025-03-04
2937,282,252,2025-06-26
2938,315,237,2020-05-18
2939,45,35,2023-03-23
2940,1170,111,2024-06-20
2941,1769,231,2024-07-20
2942,489,45,2019-02-09
2943,627,351,2024-01-05
2944,1215,388,2023-02-28
2945,1941,283,2020-03-11
2946,869,34,2019-05-21
2947,1201,294,2019-04-20
2948,1575,8,2025-07-25
2949,1885,303,2021-05-11
2950,1761,36,2022-08-21
2951,1884,138,2023-01-15
2952,233,5,2019-06-27
2953,1321,382,2022-12-06
2954,1917,6,2024-07-12
2955,684,17,2019-09-22
2956,226,193,2023-04-13
2957,1940,4,2025-10-09
2958,643,327,2021-07-28
2959,863,189,2025-10-18
2960,297,232,2022-10-19
2961,959,28,2023-09-06
2962,14,216,2025-10-09
2963,1482,44,2023-12-16
2964,1127,348,2019-02-05
2965,1676,283,2025-04-14
2966,1631,10,2019-01-27
2967,60,188,2025-10-23
2968,1226,112,2023-01-05
2969,303,374,2019-03-04
2970,71,191,2021-10-17
2971,1447,234,2020-07-27
2972,1197,136,2024-08-31
2973,113,120,2019-11-02
2974,1129,208,2021-06-15
2975,453,353,2019-11-07
2976,2,374,2019-10-22
2977,1191,234,2019-03-13
2978,155,294,2025-07-16
2979,1080,364,2025-09-28
2980,1986,29,2022-10-20
2981,1471,252,2022-12-15
2982,1768,32,2019-08-29
2983,192,137,2023-05-23
2984,1503,318,2023-01-02
2985,1178,253,2023-09-30
2986,259,244,2022-10-01
2987,1349,316,2025-01-14
2988,63,372,2022-06-30
2989,1607,237,2023-05-23
2990,620,252,2021-02-22
2991,1769,379,2019-11-29
2992,449,356,2019-06-19
2993,1113,276,2020-11-03
2994,1404,188,2021-04-28
2995,1296,204,2019-03-18
2996,85,175,2019-01-24
2997,563,37,2023-08-26
2998,51,53,2025-06-08
2999,649,61,2025-04-20
3000,567,157,2021-01-12
3001,640,299,2023-04-19
3002,1928,309,2024-01-14
3003,1441,123,2021-09-22
3004,1537,213,2024-02-27
3005,1119,267,2021-02-15
3006,728,352,2025-09-10
3007,795,88,2019-09-11
3008,1238,318,2025-10-30
3009,1970,339,2024-08-04
3010,1657,187,2020-09-03
3011,832,82,2019-09-23
3012,1196,48,2021-05-14
3013,1997,97,2020-07-05
3014,1970,24,2020-01-29
3015,458,300,2023-04-02
3016,1675,356,2019-06-12
3017,789,1,2020-11-29
3018,1131,236,2019-08-13
3019,931,359,2022-06-07
3020,1963,1,2023-06-02
3021,1694,42,2021-12-28
3022,1949,98,2021-12-14
3023,1124,334,2024-01-19
3024,1246,317,2021-03-28
3025,280,94,2020-12-22
3026,1752,88,2025-11-28
3027,1603,341,2025-08-18
3028,1019,375,2023-04-10
3029,767,271,2020-03-27
3030,1790,97,2021-04-17
3031,1532,5,2025-03-20
3032,1893,20,2020-03-13
3033,1885,247,2025-08-10
3034,1490,176,2021-11-09
3035,1045,108,2021-10-06
3036,1980,289,2020-05-07
3037,140,327,2023-02-12
3038,543,228,2022-05-08
3039,638,138,2025-01-13
3040,1046,228,2019-11-05
3041,100,330,2019-12-07
3042,265,19,2023-08-12
3043,1320,306,2022-01-05
3044,21,163,2021-07-13
3045,1190,118,2019-10-09
3046,744,23,2019-06-26
3047,1014,110,2022-07-16
3048,1726,315,2024-02-09
3049,1671,259,2021-02-28
3050,1568,260,2022-02-08
3051,991,69,2025-12-11
3052,564,197,2024-04-20
3053,1958,220,2020-01-25
3054,840,63,2019-03-11
3055,1439,5,2019-02-11
3056,1079,360,2021-02-16
3057,161,241,2024-10-24
3058,1082,252,2023-12-25
3059,834,174,2022-12-12
3060,933,361,2022-11-07
3061,834,342,2024-03-05
3062,1065,309,2020-10-18
3063,60,256,2023-11-03
3064,484,176,2020-02-07
3065,20,349,2023-06-13
3066,1055,197,2019-06-25
3067,1266,394,2021-06-16
3068,1798,28,2021-09-20
3069,305,64,2023-03-21
3070,1261,216,2023-02-02
3071,1629,236,2023-03-03
3072,206,248,2023-10-23
3073,1997,77,2025-12-17
3074,571,40,2024-08-31
3075,99,318,2020-12-02
3076,574,108,2021-02-05
3077,1815,109,2019-06-21
3078,765,142,2020-04-21
3079,131,56,2019-09-11
3080,1621,60,2020-07-03
3081,243,303,2021-07-25
3082,762,180,2023-05-08
3083,48,242,2025-03-01
3084,407,172,2024-12-24
3085,1029,123,2022-09-11
3086,283,355,2021-04-29
3087,1208,371,2019-12-29
3088,544,31,2019-02-28
3089,373,261,2023-02-19
3090,256,26,2024-06-18
3091,19,2,2020-03-28
3092,925,22,2024-02-24
3093,407,57,2025-12-17
3094,722,364,2021-06-15
3095,722,162,2024-10-17
3096,1288,253,2022-03-22
3097,1227,100,2021-05-30
3098,1577,200,2022-02-16
3099,1815,155,2020-06-13
3100,1348,212,2025-03-18
3101,1348,8,2020-11-27
3102,1772,106,2023-11-30
3103,1068,181,2022-08-18
3104,1575,111,2020-12-05
3105,599,370,2020-02-22
3106,1507,10,2020-01-19
3107,86,347,2022-04-13
3108,1683,275,2021-08-17
3109,1993,189,2024-08-15
3110,612,187,2024-06-30
3111,1329,308,2025-12-17
3112,1175,187,2021-04-17
3113,1293,241,2022-02-23
3114,912,307,2019-01-11
3115,328,243,2023-06-25
3116,1097,356,2024-05-09
3117,474,36,2024-01-21
3118,321,97,2020-04-07
3119,1493,17,2025-06-18
3120,59,293,2024-05-17
3121,1375,220,2020-08-11
3122,291,240,2023-09-01
3123,1749,267,2020-11-03
3124,1800,301,2023-03-19
3125,1533,124,2021-08-26
3126,1553,124,2023-04-03
3127,620,156,2021-07-30
3128,219,111,2025-05-29
3129,730,360,2022-05-21
3130,1927,256,2022-07-13
3131,1901,119,2020-05-04
3132,702,112,2021-04-12
3133,1304,39,2020-05-18
3134,1285,90,2023-04-12
3135,882,23,2025-06-03
3136,1036,74,2021-09-11
3137,934,158,2020-09-28
3138,1320,371,2025-04-03
3139,384,270,2024-11-18
3140,789,12,2020-12-24
3141,1068,237,2024-10-02
3142,407,306,2021-12-01
3143,732,368,2020-03-20
3144,1310,212,2021-08-31
3145,1239,168,2022-04-23
3146,1298,91,2024-05-15
3147,1429,69,2019-08-07
3148,1219,313,2020-09-08
3149,98,381,2024-01-01
3150,110,345,2024-12-27
3151,1665,360,2019-03-23
3152,158,151,2024-03-22
3153,734,351,2022-03-25
3154,329,28,2021-10-11
3155,1266,60,2020-05-02
3156,498,262,2020-09-23
3157,57,365,2020-12-16
3158,1948,233,2021-05-21
3159,669,181,2025-11-23
3160,1270,299,2022-07-14
3161,851,158,2023-04-02
3162,1717,265,2023-12-31
3163,584,367,2021-11-25
3164,1820,140,2022-09-01
3165,573,15,2021-06-04
3166,1985,148,2021-06-29
3167,740,206,2024-04-27
3168,232,55,2019-04-28
3169,669,368,2023-09-23
3170,721,188,2021-05-13
3171,625,52,2021-04-19
3172,544,37,2024-12-29
3173,655,249,2023-04-22
3174,1737,233,2021-11-09
3175,334,23,2021-03-06
3176,1367,390,2019-07-03
3177,1466,256,2020-05-04
3178,1748,271,2023-09-22
3179,1522,218,2021-01-17
3180,703,4,2022-07-02
3181,636,262,2024-12-21
3182,1497,205,2025-05-12
3183,1896,35,2022-09-20
3184,991,196,2023-06-17
3185,1910,366,2025-02-04
3186,1119,183,2024-05-06
3187,262,254,2019-05-24
3188,627,302,2023-09-07
3189,1365,180,2023-06-14
3190,638,41,2020-12-30
3191,1469,268,2019-03-14
3192,110,332,2019-05-12
3193,1077,143,2025-02-01
3194,1575,42,2024-09-13
3195,580,345,2024-06-17
3196,1717,7,2024-01-21
3197,1405,387,2025-08-23
3198,644,138,2020-05-14
3199,592,137,2021-05-29
3200,1072,143,2022-02-07
3201,1093,379,2019-05-15
3202,1625,351,2023-11-15
3203,637,138,2025-08-17
3204,1696,185,2022-11-07
3205,692,261,2024-10-31
3206,1306,305,2020-03-17
3207,1636,341,2020-10-24
3208,216,332,2023-06-03
3209,1104,237,2020-04-16
3210,1451,77,2020-07-26
3211,592,271,2021-01-06
3212,559,137,2025-04-11
3213,773,15,2019-04-14
3214,163,17,2025-05-13
3215,1262,111,2024-06-03
3216,526,379,2024-01-19
3217,471,160,2021-09-06
3218,949,284,2023-10-24
3219,1889,237,2022-05-03
3220,1513,134,2024-02-23
3221,1595,304,2020-12-04
3222,476,242,2023-01-20
3223,401,369,2020-04-09
3224,1313,87,2025-07-16
3225,379,392,2021-08-26
