progress_id,enrollment_id,completed_percent,last_access_date
4715,3884,55,2025-02-16
4716,7690,0,2023-05-05
4717,6485,76,2021-09-11
4718,3666,37,2022-07-06
4719,9661,72,2022-08-02
4720,2184,57,2022-05-21
4721,4212,62,2022-11-25
4722,9949,65,2020-07-12
4723,9578,58,2022-02-15
4724,6126,28,2024-09-07
4725,1057,38,2022-02-08
4726,6714,53,2024-02-25
4727,5925,34,2025-10-25
4728,8467,64,2022-08-15
4729,3808,73,2021-10-31
4730,4477,100,2019-12-16
4731,7650,32,2020-04-03
4732,7296,56,2021-07-10
4733,5465,53,2020-10-09
4734,1065,12,2020-10-21
4735,6450,54,2026-01-19
4736,8274,59,2023-12-16
4737,2588,50,2023-08-04
4738,5651,38,2021-08-30
4739,7527,66,2025-10-08
4740,7663,44,2022-03-09
4741,7354,82,2022-10-01
4742,730,66,2021-06-15
4743,5465,53,2021-03-14
4744,9206,48,2025-06-12
4745,5545,35,2023-08-07
4746,4180,60,2024-11-19
4747,2668,70,2020-10-20
4748,63,0,2024-01-14
4749,3805,37,2022-01-02
4750,1490,71,2021-04-05
4751,1629,50,2023-09-21
4752,521,91,2023-01-25
4753,1742,54,2023-11-05
4754,3994,63,2024-05-12
4755,293,69,2022-08-27
4756,5967,54,2024-01-11
4757,3976,100,2021-05-07
4758,4880,35,2024-04-16
4759,3416,0,2024-06-11
4760,5931,18,2021-08-26
4761,6724,40,2019-06-22
4762,1328,6,2023-05-10
4763,389,0,2022-12-17
4764,908,35,2021-07-19
4765,20,47,2022-11-08
4766,5329,75,2025-07-12
4767,6687,68,2020-07-28
4768,6181,76,2020-07-31
4769,6656,55,2020-04-20
4770,3528,36,2024-05-15
4771,7835,43,2023-05-06
4772,7445,49,2023-01-17
4773,4774,33,2020-07-24
4774,9557,66,2023-03-31
4775,2132,21,2019-12-09
4776,3949,55,2024-04-26
4777,2820,38,2022-05-25
4778,250,67,2025-12-06
4779,8567,81,2026-03-21
4780,1178,44,2024-10-04
4781,3572,42,2021-08-13
4782,6976,34,2025-03-15
4783,2109,15,2025-11-07
4784,4791,23,2023-02-11
4785,5715,65,2022-06-30
4786,7091,40,2025-11-30
4787,3539,100,2025-11-23
4788,8128,9,2020-05-15
4789,9347,53,2022-02-08
4790,4886,60,2022-04-07
4791,1905,27,2024-04-22
4792,7729,47,2021-10-20
4793,7,58,2024-05-23
4794,3751,46,2022-01-08
4795,4908,71,2023-10-22
4796,9648,32,2019-04-05
4797,3223,64,2020-05-10
4798,6752,33,2021-09-24
4799,826,49,2024-01-15
4800,4076,49,2020-08-10
4801,5185,65,2022-07-04
4802,4767,28,2025-03-21
4803,9086,83,2021-03-26
4804,5334,64,2026-04-01
4805,9250,37,2020-02-22
4806,8957,34,2023-06-24
4807,5850,17,2024-02-19
4808,8896,63,2025-05-18
4809,1171,33,2025-10-20
4810,2731,43,2021-07-25
4811,9709,84,2023-12-06
4812,8248,46,2022-08-10
4813,2216,26,2026-01-16
4814,7533,47,2024-12-04
4815,6908,54,2023-03-11
4816,9923,74,2019-07-25
4817,318,82,2021-12-09
4818,7146,36,2024-09-25
4819,4987,34,2020-03-29
4820,3776,21,2022-06-04
4821,5173,37,2023-09-25
4822,3757,3,2024-08-02
4823,3654,70,2024-03-08
4824,4474,100,2026-01-26
4825,8878,55,2020-03-26
4826,3768,12,2024-09-16
4827,3272,36,2023-09-03
4828,3365,56,2023-12-12
4829,1096,5,2024-03-28
4830,5996,37,2021-02-09
4831,6639,33,2020-01-06
4832,6845,61,2021-11-06
4833,7499,59,2025-11-17
4834,2383,17,2022-07-03
4835,492,38,2022-08-10
4836,6137,75,2022-06-21
4837,9351,33,2024-03-30
4838,3514,100,2022-05-04
4839,7663,44,2022-06-21
4840,4847,0,2019-09-22
4841,9193,66,2022-09-21
4842,6344,12,2026-02-17
4843,1548,15,2026-04-11
4844,881,83,2021-05-19
4845,5472,55,2026-05-14
4846,5086,40,2020-01-23
4847,8636,41,2020-04-18
4848,2127,70,2021-10-24
4849,8846,28,2021-10-01
4850,451,18,2022-12-06
4851,9431,31,2020-08-17
4852,7511,26,2022-10-12
4853,5280,3,2021-08-04
4854,3211,25,2021-04-03
4855,1716,58,2024-03-22
4856,7531,47,2024-10-11
4857,5191,27,2020-03-01
4858,2403,44,2021-12-11
4859,4855,49,2022-10-04
4860,2840,51,2023-01-22
4861,5761,42,2023-11-07
4862,8283,52,2025-03-25
4863,2326,48,2023-07-26
4864,7269,26,2024-03-06
4865,7493,23,2021-12-13
4866,2955,70,2020-02-04
4867,3267,27,2022-06-06
4868,4785,20,2019-07-16
4869,5307,70,2023-02-07
4870,763,77,2020-03-22
4871,3286,13,2026-03-20
4872,8383,14,2022-01-20
4873,3525,47,2026-02-04
4874,8075,64,2021-03-31
4875,9050,60,2023-10-01
4876,2911,78,2025-03-22
4877,5029,66,2019-10-04
4878,5857,26,2024-09-22
4879,2077,80,2020-10-26
4880,151,38,2020-03-11
4881,951,69,2025-11-19
4882,3668,80,2025-06-26
4883,4563,83,2021-11-26
4884,5557,19,2019-06-30
4885,9199,59,2022-06-22
4886,4218,11,2019-10-23
4887,2688,13,2025-05-20
4888,3779,57,2022-03-06
4889,6895,28,2019-04-20
4890,4666,62,2021-01-18
4891,7965,57,2022-01-21
4892,8531,74,2024-01-11
4893,5908,29,2024-05-07
4894,2275,29,2023-08-27
4895,3993,46,2020-04-04
4896,6826,52,2020-05-19
4897,8421,68,2020-08-08
4898,1140,35,2024-09-13
4899,6835,82,2023-10-20
4900,2207,27,2024-10-24
4901,874,68,2019-06-06
4902,6901,59,2019-07-26
4903,751,8,2023-03-22
4904,422,56,2020-01-21
4905,6166,3,2022-11-15
4906,6137,87,2022-11-01
4907,1894,41,2019-10-15
4908,4846,81,2023-06-22
4909,3610,24,2021-01-06
4910,9589,34,2022-08-29
4911,632,36,2023-09-10
4912,7890,69,2023-11-30
4913,4440,56,2019-07-20
4914,3908,52,2022-06-11
4915,7071,36,2024-01-11
4916,4469,45,2021-10-20
4917,1163,48,2023-02-05
4918,9593,100,2023-02-24
4919,6946,74,2020-04-28
4920,996,27,2023-06-25
4921,2717,48,2019-10-16
4922,7131,34,2019-05-28
4923,9177,64,2019-12-22
4924,1462,54,2021-11-23
4925,7919,71,2019-08-17
4926,6426,75,2021-12-21
4927,8182,60,2021-10-27
4928,9696,31,2022-08-06
4929,1561,39,2022-08-01
4930,6659,79,2024-12-29
4931,6996,22,2022-09-14
4932,5915,35,2023-09-19
4933,9133,70,2023-08-02
4934,6217,61,2025-09-21
4935,147,58,2019-08-20
4936,7274,66,2024-09-04
4937,5462,10,2024-02-10
4938,8507,78,2025-02-25
4939,7395,29,2019-10-31
4940,570,49,2024-10-27
4941,2722,65,2020-05-03
4942,1804,62,2025-04-08
4943,7910,52,2025-03-06
4944,8019,25,2020-09-26
4945,3513,53,2025-12-12
4946,4371,51,2020-08-30
4947,8721,2,2022-11-26
4948,6350,43,2021-11-29
4949,9355,36,2022-11-08
4950,1400,30,2023-07-06
4951,3925,63,2024-04-05
4952,371,28,2021-03-08
4953,1995,34,2021-05-19
4954,4548,56,2022-12-24
4955,2596,63,2025-07-24
4956,7274,48,2024-06-23
4957,4913,73,2022-06-21
4958,7043,39,2019-06-14
4959,164,30,2023-08-31
4960,8620,52,2025-10-30
4961,6396,62,2021-04-29
4962,4246,63,2025-09-14
4963,4451,57,2021-08-29
4964,2029,27,2021-11-14
4965,1300,29,2025-10-09
4966,9453,55,2021-07-16
4967,1686,55,2021-09-30
4968,4546,60,2024-10-16
4969,8989,62,2025-06-15
4970,6932,5,2024-07-19
4971,7024,16,2023-01-06
4972,2528,85,2023-10-09
4973,9186,61,2019-05-01
4974,3124,19,2023-09-29
4975,8672,36,2025-07-17
4976,9258,46,2024-02-11
4977,3890,64,2020-11-02
4978,740,48,2021-12-08
4979,6055,80,2025-03-06
4980,6475,23,2023-03-16
4981,5448,53,2022-11-08
4982,888,45,2020-05-17
4983,5674,87,2022-10-22
4984,7274,42,2024-10-29
4985,1168,45,2023-12-08
4986,9367,68,2019-05-15
4987,6828,80,2025-03-26
4988,4185,90,2019-05-17
4989,1992,32,2023-02-05
4990,6601,58,2023-05-27
4991,6776,66,2019-06-16
4992,8863,45,2019-05-26
4993,45,41,2025-09-14
4994,2821,100,2019-04-03
4995,2798,53,2021-06-15
4996,848,63,2022-12-02
4997,7194,31,2020-06-09
4998,2149,70,2021-12-03
4999,2976,75,2020-02-15
5000,704,38,2022-01-10
5001,1692,35,2024-01-02
5002,4904,32,2022-12-06
5003,2453,61,2026-03-06
5004,6140,100,2024-09-10
5005,7746,36,2024-10-31
5006,8990,64,2023-04-26
5007,384,46,2021-06-08
5008,8461,9,2021-11-10
5009,5204,33,2024-11-13
5010,2430,50,2019-05-19
5011,9399,49,2022-03-16
5012,2688,84,2025-05-29
5013,637,55,2025-09-11
5014,7825,0,2026-04-01
5015,2322,89,2022-04-27
5016,8479,37,2020-06-23
5017,1864,46,2025-05-14
5018,6024,40,2021-04-14
5019,8651,48,2026-05-18
5020,6261,97,2021-08-09
5021,5966,41,2019-10-02
5022,1702,74,2024-12-22
5023,9023,44,2023-08-29
5024,7030,19,2023-11-24
5025,7286,48,2025-05-20
5026,7586,49,2024-12-03
5027,199,33,2026-05-23
5028,9261,74,2022-04-12
5029,2525,28,2023-06-03
5030,6287,32,2023-06-18
5031,1584,54,2019-04-03
5032,6719,76,2022-04-15
5033,3679,58,2022-04-08
5034,3393,39,2026-04-24
5035,2953,5,2023-04-15
5036,2494,46,2025-12-18
5037,2659,42,2024-03-06
5038,5982,42,2024-10-06
5039,6007,60,2025-08-04
5040,6296,42,2024-12-19
5041,4712,78,2023-12-05
5042,7327,40,2021-05-21
5043,694,54,2024-06-21
5044,9323,68,2024-01-12
5045,4428,43,2020-05-21
5046,386,57,2025-11-29
5047,4685,32,2020-01-09
5048,6293,47,2022-12-27
5049,3197,99,2025-09-17
5050,1609,66,2019-09-06
5051,400,53,2023-10-20
5052,4303,34,2022-11-04
5053,1797,69,2025-07-07
5054,9020,48,2025-05-19
5055,9645,33,2020-11-26
5056,3584,28,2021-10-14
5057,201,79,2022-09-30
5058,146,69,2022-07-26
5059,5145,53,2021-01-18
5060,8618,25,2019-11-10
5061,2199,30,2025-05-25
5062,6019,61,2023-01-30
5063,169,88,2021-11-12
5064,2688,52,2025-07-22
5065,3300,44,2024-09-18
5066,3906,27,2025-07-10
5067,4932,3,2020-01-24
5068,6788,41,2024-04-09
5069,7722,37,2025-11-08
5070,8696,54,2024-04-07
5071,1481,36,2019-12-22
5072,1013,41,2020-08-30
5073,9079,62,2023-01-03
5074,6336,92,2026-03-02
5075,2043,44,2023-05-13
5076,75,65,2020-05-14
5077,4696,44,2025-04-28
5078,3054,50,2019-09-09
5079,6719,23,2021-12-04
5080,8616,63,2023-03-06
5081,5622,62,2024-12-15
5082,7104,100,2026-03-22
5083,8918,30,2021-08-16
5084,6072,64,2022-08-15
5085,5819,43,2024-11-24
5086,6136,44,2023-03-04
5087,6455,94,2025-12-17
5088,5571,68,2022-12-21
5089,3295,51,2025-08-21
5090,5997,16,2022-06-25
5091,399,78,2025-07-06
5092,1990,58,2024-03-25
5093,206,44,2024-11-22
5094,636,30,2025-02-15
5095,4723,43,2026-03-15
5096,1974,87,2023-03-16
5097,2160,16,2021-04-23
5098,8144,37,2023-07-13
5099,7119,16,2019-07-01
5100,9747,92,2023-10-27
5101,7636,43,2021-06-14
5102,8357,98,2025-05-24
5103,2370,54,2021-12-02
5104,5497,65,2023-02-19
5105,8243,54,2024-03-07
5106,4921,30,2023-08-12
5107,6825,47,2024-01-12
5108,1255,50,2022-10-13
5109,9610,52,2020-09-03
5110,5524,25,2024-07-10
5111,3631,38,2023-12-30
5112,7899,30,2021-06-03
5113,4095,44,2020-06-19
5114,9974,39,2020-11-16
5115,9034,57,2021-11-22
5116,2903,96,2019-08-22
5117,8136,47,2026-03-08
5118,3681,16,2019-06-08
5119,4990,25,2022-08-06
5120,2134,49,2023-11-16
5121,4865,36,2023-02-09
5122,7760,63,2026-02-02
5123,1423,70,2025-04-03
5124,3745,54,2024-09-22
5125,507,39,2019-11-30
5126,6254,1,2022-09-01
5127,460,60,2020-11-03
5128,2831,29,2025-04-16
5129,8547,72,2025-08-25
5130,768,50,2020-05-07
5131,5402,43,2020-11-03
5132,4782,82,2020-04-14
5133,4997,55,2026-01-01
5134,2564,34,2021-04-24
5135,9879,16,2022-02-12
5136,8830,44,2020-07-17
5137,8903,32,2024-01-14
5138,1712,56,2026-01-03
5139,8355,93,2021-10-29
5140,1515,26,2023-02-07
5141,1576,39,2021-07-12
5142,3114,59,2019-05-27
5143,4322,61,2020-05-17
5144,6351,58,2023-12-04
5145,9278,55,2020-03-06
5146,3002,63,2024-01-14
5147,7487,44,2025-03-15
5148,2608,55,2022-07-08
5149,9121,67,2025-01-19
5150,5781,46,2025-02-02
5151,8344,100,2019-05-24
5152,1016,0,2023-10-29
5153,3746,34,2019-08-15
5154,1299,46,2022-11-30
5155,8991,41,2020-06-05
5156,9119,61,2022-05-11
5157,9767,11,2019-07-10
5158,8189,20,2024-10-26
5159,3350,33,2023-02-23
5160,752,78,2020-09-09
5161,2504,56,2020-01-06
5162,2254,50,2023-10-15
5163,2702,86,2022-02-23
5164,7339,31,2023-10-12
5165,86,30,2023-12-20
5166,3750,0,2024-09-10
5167,7114,80,2024-02-03
5168,4237,48,2021-04-13
5169,952,61,2021-11-18
5170,8801,57,2023-07-24
5171,3142,6,2022-05-30
5172,5871,74,2023-06-14
5173,4157,52,2024-05-14
5174,3171,44,2021-08-29
5175,6078,60,2025-12-04
5176,5237,73,2025-02-01
5177,4134,24,2021-04-08
5178,6203,63,2019-07-01
5179,4962,10,2019-12-22
5180,8730,32,2019-04-03
5181,4538,59,2020-08-04
5182,6944,100,2023-02-07
5183,7811,39,2022-07-31
5184,9762,16,2025-02-05
5185,9880,0,2023-02-11
5186,9336,50,2020-02-28
5187,2418,77,2021-02-27
5188,8428,53,2020-01-01
5189,6982,59,2020-02-10
5190,9582,46,2022-12-09
5191,8000,17,2024-09-21
5192,4788,35,2019-08-07
5193,2411,47,2026-01-11
5194,2895,28,2019-12-19
5195,4424,63,2023-10-16
5196,1868,30,2025-03-24
5197,2358,53,2023-09-24
5198,6204,62,2024-06-07
5199,3052,76,2024-08-17
5200,4583,32,2022-03-25
5201,855,17,2023-11-17
5202,9742,74,2022-11-11
5203,3149,6,2024-03-24
5204,5250,40,2024-10-18
5205,3399,73,2025-02-16
5206,9363,38,2020-11-27
5207,8341,75,2020-03-19
5208,3562,71,2024-07-24
5209,6321,0,2024-12-23
5210,4175,45,2022-12-26
5211,2221,41,2021-04-26
5212,6278,57,2021-04-17
5213,9797,39,2024-02-16
5214,4607,62,2021-01-17
5215,2785,91,2022-05-11
5216,7881,50,2023-02-08
5217,2416,0,2024-07-16
5218,2072,79,2021-06-12
5219,8910,100,2025-01-14
5220,9795,80,2026-01-06
5221,935,29,2025-04-22
5222,3890,52,2021-02-11
5223,7512,50,2023-12-01
5224,5684,51,2025-08-23
5225,4255,35,2023-10-10
5226,7202,70,2024-09-12
5227,5576,52,2023-01-20
5228,4003,51,2024-09-03
5229,2735,25,2022-01-04
5230,8825,31,2025-12-19
5231,559,35,2022-05-08
5232,7156,94,2025-06-03
5233,4803,60,2023-09-26
5234,85,40,2025-10-23
5235,5586,90,2024-11-04
5236,5739,0,2022-01-11
5237,8320,25,2021-03-02
5238,2372,51,2021-10-10
5239,6152,57,2019-11-22
5240,9248,58,2025-05-18
5241,8769,99,2021-01-15
5242,7074,52,2022-01-30
5243,4152,30,2026-02-14
5244,7959,43,2020-09-15
5245,8648,38,2020-10-07
5246,7424,56,2026-01-29
5247,1892,23,2021-03-06
5248,795,16,2024-09-08
5249,6523,17,2022-03-15
5250,1323,35,2025-02-15
5251,5435,32,2023-03-27
5252,404,72,2022-07-12
5253,1034,74,2024-10-09
5254,7554,11,2022-04-06
5255,500,79,2021-06-20
5256,8445,0,2020-08-12
5257,2350,46,2020-10-20
5258,3555,65,2025-04-03
5259,9533,27,2021-04-25
5260,162,53,2019-10-16
5261,7689,23,2025-07-15
5262,3039,43,2025-04-25
5263,8422,63,2024-06-21
5264,8077,61,2022-04-04
5265,3859,100,2021-11-03
5266,2586,81,2019-03-03
5267,6878,22,2024-10-15
5268,5504,23,2022-05-29
5269,5324,23,2024-11-18
5270,8027,6,2021-03-29
5271,8521,48,2019-09-08
5272,6660,35,2025-07-24
5273,110,29,2021-11-24
5274,9702,49,2020-02-11
5275,4524,30,2025-06-25
5276,1063,43,2024-11-04
5277,3897,54,2024-07-25
5278,2043,35,2023-06-12
5279,1784,35,2023-03-20
5280,5056,18,2023-08-21
5281,4875,63,2023-06-24
5282,7729,72,2021-08-24
5283,4818,25,2025-02-28
5284,2325,60,2026-02-14
5285,2279,67,2026-01-23
5286,348,50,2022-10-20
5287,4912,43,2021-02-17
5288,5519,50,2024-01-30
5289,6317,71,2019-11-03
5290,4642,60,2026-04-24
5291,9297,46,2020-03-29
5292,3662,67,2024-10-08
5293,9527,49,2021-02-28
5294,4405,23,2026-01-28
5295,7484,71,2021-03-24
5296,9050,26,2023-08-10
5297,4958,0,2024-01-09
5298,6338,30,2022-01-20
5299,4009,29,2023-11-30
5300,6440,5,2020-10-09
5301,7745,48,2023-11-17
5302,5477,29,2023-02-25
5303,5352,31,2021-01-15
5304,3299,2,2021-01-01
5305,539,62,2023-07-26
5306,1032,39,2019-07-04
5307,2639,49,2025-12-05
5308,5820,17,2023-02-22
5309,3987,86,2020-01-29
5310,2455,14,2022-03-27
5311,5529,12,2021-07-04
5312,569,81,2025-12-19
5313,3475,65,2024-04-24
5314,1558,96,2022-02-09
5315,8349,70,2023-10-28
5316,185,13,2022-11-26
5317,1658,86,2022-06-19
5318,6130,57,2022-04-25
5319,8394,5,2020-02-15
5320,1384,86,2023-01-09
5321,7027,59,2020-04-04
5322,7307,35,2024-06-24
5323,8847,27,2020-03-07
5324,7299,33,2023-12-27
5325,5882,26,2020-09-07
5326,4444,63,2023-01-01
5327,3149,26,2024-05-20
5328,1,15,2023-09-09
5329,9783,6,2021-10-25
5330,8699,36,2022-05-23
5331,9009,28,2020-03-29
5332,4065,78,2025-06-20
5333,2159,35,2024-05-20
5334,8568,70,2022-07-08
5335,9420,32,2019-10-22
5336,287,64,2024-02-14
5337,3601,18,2025-06-01
5338,2360,78,2020-09-27
5339,2298,52,2025-09-14
5340,9594,84,2021-03-18
5341,6915,91,2021-01-06
5342,5,48,2021-06-19
5343,4769,100,2023-07-03
5344,580,94,2022-02-11
5345,2908,45,2024-07-12
5346,3909,23,2021-02-04
5347,2512,42,2020-10-21
5348,9930,82,2024-12-02
5349,8513,81,2023-12-19
5350,418,0,2022-01-23
5351,9612,64,2024-07-01
5352,5931,44,2021-03-13
5353,4168,29,2023-01-25
5354,7065,62,2023-07-06
5355,9378,29,2021-03-23
5356,6233,12,2020-03-25
5357,4838,0,2020-04-19
5358,6277,76,2020-01-13
5359,9118,71,2021-06-08
5360,2919,45,2021-05-15
5361,9017,76,2022-01-10
5362,1729,71,2019-12-23
5363,1042,89,2023-03-03
5364,4058,46,2025-01-23
5365,983,53,2020-10-04
5366,4853,63,2019-05-15
5367,3041,35,2020-01-25
5368,841,96,2023-05-14
5369,2969,31,2019-04-09
5370,244,27,2022-11-04
5371,2003,48,2022-06-20
5372,1892,37,2021-05-15
5373,6464,44,2021-01-12
5374,6865,59,2024-06-30
5375,4345,47,2021-11-01
5376,4948,59,2020-03-19
5377,5670,76,2024-02-18
5378,5649,32,2020-09-13
5379,9931,93,2021-03-05
5380,8144,74,2023-08-08
5381,674,84,2022-07-12
5382,2634,18,2020-03-16
5383,6638,36,2023-02-17
5384,7836,66,2021-07-14
5385,7186,45,2020-07-25
5386,3001,58,2023-05-07
5387,7298,0,2021-08-18
5388,2216,79,2025-11-26
5389,1365,69,2019-09-08
5390,9084,67,2025-08-30
5391,6336,78,2025-10-24
5392,1941,63,2025-03-11
5393,3056,0,2021-08-28
5394,9564,72,2020-06-20
5395,2049,25,2021-11-24
5396,6882,46,2025-05-23
5397,1700,78,2024-05-21
5398,2296,0,2019-11-26
5399,4428,50,2020-03-23
5400,9656,100,2023-04-23
5401,7631,24,2026-06-10
5402,5227,18,2023-05-03
5403,2111,64,2025-02-23
5404,6399,64,2019-09-14
5405,2449,60,2019-09-08
5406,9889,52,2020-04-16
5407,4219,64,2021-10-07
5408,3533,9,2023-05-16
5409,3323,32,2021-10-02
5410,6931,78,2023-04-17
5411,579,21,2025-12-19
5412,1195,53,2025-04-30
5413,661,78,2021-03-15
5414,9341,31,2025-05-21
5415,5972,59,2023-12-20
5416,346,70,2025-06-11
5417,8884,38,2021-05-14
5418,8152,49,2022-08-17
5419,4761,47,2024-11-12
5420,9866,7,2019-09-20
5421,7132,94,2022-08-07
5422,2228,87,2020-09-13
5423,787,70,2022-12-29
5424,3121,0,2020-12-08
5425,2873,72,2021-02-12
5426,981,71,2024-07-01
5427,3239,49,2024-05-25
5428,5994,27,2023-11-23
5429,8943,35,2022-03-09
5430,9911,31,2026-01-23
5431,6544,40,2023-06-11
5432,2572,70,2019-10-18
5433,8386,100,2022-10-18
5434,8389,20,2023-02-17
5435,12,57,2023-06-09
5436,8220,63,2026-05-17
5437,8891,52,2019-07-21
5438,6268,52,2021-08-11
5439,457,37,2023-02-14
5440,3731,67,2020-04-18
5441,6838,66,2020-12-04
5442,7857,78,2022-05-10
5443,1978,82,2022-01-26
5444,7096,61,2022-09-30
5445,2890,16,2021-07-03
5446,3786,96,2020-04-10
5447,5536,68,2022-06-02
5448,905,45,2021-03-09
5449,1332,33,2023-11-13
5450,7183,65,2019-08-21
5451,8066,32,2021-04-17
5452,678,62,2022-05-14
5453,1778,44,2022-04-27
5454,8073,33,2019-10-24
5455,3722,92,2020-02-16
5456,959,43,2023-08-22
5457,7552,46,2022-12-12
5458,2884,11,2024-08-23
5459,903,73,2025-03-23
5460,5929,31,2025-08-29
5461,8127,44,2021-09-19
5462,3580,27,2024-09-17
5463,6539,59,2025-05-28
5464,8119,22,2020-03-23
5465,8172,100,2023-03-20
5466,9042,84,2023-06-10
5467,6701,11,2021-09-18
5468,1329,46,2020-04-13
5469,5434,30,2022-12-26
5470,1267,97,2020-10-24
5471,7010,55,2020-09-02
5472,9981,23,2020-08-25
5473,10000,69,2019-05-23
5474,3719,50,2024-06-06
5475,5583,23,2020-03-02
5476,8501,27,2021-06-17
5477,9271,53,2025-09-30
5478,8915,46,2023-08-10
5479,5754,31,2024-11-28
5480,2942,60,2019-06-19
5481,6182,100,2020-08-13
5482,2650,0,2021-10-12
5483,156,69,2020-01-25
5484,1292,47,2021-08-16
5485,3800,69,2022-08-09
5486,9890,49,2020-11-30
5487,1486,67,2020-08-12
5488,2770,68,2025-08-06
5489,9473,24,2023-08-05
5490,1506,47,2020-03-05
5491,1854,58,2019-12-23
5492,5671,46,2019-08-12
5493,4825,17,2021-09-27
5494,8239,61,2019-06-27
5495,7020,42,2022-07-26
5496,7774,29,2020-05-14
5497,2384,51,2024-08-23
5498,8652,53,2021-05-30
5499,8266,91,2019-08-03
5500,4730,36,2024-08-20
5501,8213,79,2023-01-10
5502,3703,51,2019-12-23
5503,1051,44,2024-12-22
5504,3039,72,2025-02-18
5505,345,85,2025-01-25
5506,7810,53,2019-06-20
5507,7946,38,2022-02-22
5508,5432,41,2022-04-09
5509,4158,48,2022-06-16
5510,9900,97,2025-01-13
5511,8020,63,2026-03-29
5512,598,73,2021-09-04
5513,3518,57,2019-05-07
5514,9604,100,2021-05-04
5515,9098,75,2022-02-27
5516,4353,82,2022-01-06
5517,2865,74,2022-11-03
5518,7921,18,2020-04-14
5519,747,65,2020-01-01
5520,665,86,2024-02-02
5521,4559,65,2025-07-12
5522,4901,23,2024-12-25
5523,7671,88,2022-09-25
5524,29,45,2023-01-02
5525,8606,76,2021-03-14
5526,500,59,2021-11-01
5527,7758,63,2021-12-09
5528,708,48,2026-01-18
5529,6367,49,2019-12-26
5530,3113,82,2022-06-22
5531,427,95,2024-02-16
5532,6975,13,2023-05-06
5533,4018,23,2019-12-21
5534,6847,25,2023-01-20
5535,856,22,2019-08-24
5536,9196,100,2022-09-15
5537,811,25,2024-03-22
5538,7957,64,2025-03-15
5539,9244,29,2024-05-28
5540,4253,100,2019-05-30
5541,4141,57,2022-03-18
5542,2660,84,2024-07-23
5543,5589,35,2021-05-26
5544,6107,96,2020-10-31
5545,2636,41,2024-09-09
5546,2144,49,2024-03-18
5547,900,57,2020-11-08
5548,4735,77,2020-09-26
5549,4362,40,2020-07-27
5550,4904,42,2022-11-14
5551,8915,8,2023-09-21
5552,8081,86,2026-06-20
5553,6301,51,2021-02-14
5554,3691,47,2019-08-25
5555,1955,67,2020-08-10
5556,3611,47,2023-10-05
5557,87,83,2023-07-28
5558,1528,34,2020-11-17
5559,9025,55,2026-01-04
5560,8419,53,2023-08-10
5561,9298,48,2021-10-09
5562,6904,41,2022-01-01
5563,8528,54,2025-06-15
5564,19,70,2024-11-21
5565,7082,40,2020-08-31
5566,1658,72,2022-04-22
5567,3873,28,2023-10-15
5568,1063,68,2025-01-01
5569,7447,60,2025-01-27
5570,9850,41,2023-01-02
5571,7135,52,2025-02-25
5572,5839,66,2023-07-12
5573,889,0,2024-09-06
5574,1988,53,2019-07-22
5575,9338,16,2022-05-25
5576,136,72,2021-07-29
5577,4398,70,2022-03-02
5578,6488,25,2025-05-22
5579,3050,82,2022-07-31
5580,8797,54,2020-05-30
5581,6532,47,2021-01-09
5582,3271,77,2019-05-05
5583,4572,73,2024-08-16
5584,3769,53,2022-06-11
5585,3108,100,2022-01-07
5586,5067,21,2020-07-10
5587,7322,19,2024-07-16
5588,4534,63,2026-05-07
5589,6712,62,2023-08-08
5590,5536,19,2022-10-09
5591,330,35,2026-03-17
5592,2333,42,2021-05-12
5593,1698,84,2023-01-12
5594,203,56,2024-10-22
5595,5498,56,2023-07-09
5596,4618,10,2019-09-17
5597,1034,47,2024-08-26
5598,9143,79,2023-09-26
5599,9851,43,2024-05-05
5600,2635,56,2024-04-15
5601,6453,30,2020-02-13
5602,380,48,2023-03-21
5603,8512,52,2021-10-24
5604,5310,60,2019-09-11
5605,4274,0,2022-09-22
5606,5938,43,2024-08-21
5607,9984,28,2023-07-28
5608,7846,29,2021-04-13
5609,3536,54,2026-01-14
5610,7165,24,2023-09-27
5611,3146,81,2024-06-05
5612,9836,23,2025-10-09
5613,4336,27,2020-03-26
5614,2295,81,2020-04-01
5615,3087,31,2020-02-07
5616,9697,34,2020-08-02
5617,1291,69,2020-09-17
5618,9330,74,2023-09-27
5619,1351,27,2021-07-30
5620,9917,56,2020-02-19
5621,1420,47,2020-10-01
5622,8802,31,2024-05-13
5623,8570,41,2024-11-16
5624,54,42,2025-09-06
5625,357,64,2024-07-07
5626,2875,45,2026-02-07
5627,1495,65,2024-03-30
5628,3098,43,2022-03-15
5629,25,53,2020-09-06
5630,9594,31,2021-01-10
5631,77,66,2022-03-15
5632,1783,52,2021-02-09
5633,8193,55,2020-04-16
5634,892,57,2019-08-18
5635,7684,38,2026-01-09
5636,7878,94,2021-03-10
5637,1963,42,2023-03-15
5638,5335,27,2022-01-14
5639,2235,56,2021-10-10
5640,2135,55,2020-03-28
5641,412,31,2023-03-15
5642,1881,100,2026-01-18
5643,5211,42,2021-04-28
5644,4374,26,2025-04-18
5645,6078,77,2026-02-24
5646,9024,59,2024-05-28
5647,1910,40,2024-10-30
5648,9847,50,2022-01-03
5649,8861,79,2025-07-31
5650,9550,12,2020-02-26
5651,2142,38,2023-10-26
5652,9006,10,2019-09-05
